,text,label
1368,皮疹、高烧、水疱、鼻周红肿、黄痂、软泥,515.0
1369,便秘、排便痛、便血、肛门刺激,297.0
1370,肌肉萎缩，喉咙贴片，婚外情,27.0
1371,疲劳、抽筋、瘀伤、肥胖、腿肿、血管肿,1047.0
1372,关节痛、呕吐、乏力、尿黑、恶心、食欲不振、腹痛、眼睛发黄,467.0
1373,便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,297.0
1374,我的膝盖、肘部和头皮上有干燥的鳞状皮肤。这些斑块经常发痒，有时会疼痛。,822.0
1375,疲劳、体重减轻、坐立不安、嗜睡、血糖水平不规则、视力模糊和扭曲、肥胖、过度饥饿、食欲增加、多尿,285.0
1376,我一直觉得很累，很不舒服。我咳嗽得很厉害，喉咙痛。我一直在发抖，还发烧。我只是觉得很累。,234.0
1377,瘙痒、皮疹、烧灼感、排尿、点状排尿,308.0
1378,呕吐、皮肤发黄、腹痛、胃胀、腹胀、饮酒史、液体超载,33.0
1379,皮疹、寒战、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,275.0
1380,食道癌的体征和症状包括：吞咽困难（吞咽困难）体重减轻而不尝试胸痛、压力或烧灼感恶化消化不良或胃灼热咳嗽或声音嘶哑早期食道癌通常不会引起任何体征或症状。,352.0
1381,疲劳、情绪波动、体重减轻、坐立不安、出汗、心率加快、过度饥饿、肌肉无力、易怒、月经异常,502.0
1382,持续打喷嚏、寒战、乏力、咳嗽、高烧、头痛、淋巴结肿大、不适、痰、咽喉发炎、眼睛发红、鼻窦压力、流鼻涕、充血、胸痛、嗅觉丧失、肌肉疼痛,234.0
1383,肌肉无力、颈部僵硬、关节肿胀、运动僵硬、行走疼痛,72.0
1384,疲劳、体重减轻、坐立不安、嗜睡、血糖水平不规则、视力模糊和扭曲、肥胖、过度饥饿、食欲增加、多尿,285.0
1385,我嘴里有酸味。我经常打嗝和打嗝。我的上腹部感觉很饱或者有压力。,736.0
1386,呕吐、消化不良、食欲不振、气体排出、内部瘙痒,735.0
1387,皮疹、关节痛、脱皮、指甲小凹痕、指甲发炎,822.0
1388,呕吐、皮肤发黄、腹痛、胃胀、腹胀、饮酒史,33.0
1389,头痛，胸痛，失去平衡，注意力不集中,501.0
1390,锁骨骨折的症状包括：移动肩膀时疼痛加剧。肿胀、触痛或瘀伤。轻轻一捏，伤口处的皮肤可能看起来像一个帐篷。肩膀上或肩膀附近的肿块。移动肩膀时发出的摩擦声或噼啪声。僵硬或不能移动肩膀。新生儿在出生时锁骨骨折后的几天内通常不会移动他们的手臂，如果有人移动手臂，他们会哭。,140.0
1391,关节痛，颈痛，膝痛，髋关节痛，关节肿胀，行走疼痛,700.0
1392,皮疹、寒战、关节痛、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,275.0
1393,我一直感到非常疲惫和疼痛，我不停地咳嗽。当我这样做的时候，我的胸部很痛，我的心脏感觉像在加速。我一直咳出很多恶心的棕色粘液。,766.0
1394,呕吐、恶心、旋转、失去平衡、站立不稳,0.0
1395,咳嗽，高烧，呼吸困难，家族史，粘液痰,149.0
1396,瘙痒、皮疹、结疹、变色斑片,394.0
1397,寒战、咳嗽、高烧、呼吸困难、出汗、不适、痰、胸痛、心率加快、痰锈,766.0
1398,呕吐、头痛、身体一侧无力、感觉器官改变,718.0
1399,喉咙贴片，高烧，婚外情,27.0
1400,呕吐、眼窝凹陷、脱水、腹泻,402.0
1401,寒战、乏力、咳嗽、高烧、呼吸困难、出汗、不适、痰、胸痛、心率加快、痰锈,766.0
1402,皮疹，脓疱，黑头粉刺,7.0
1403,我呼吸困难，出了很多汗。我感觉真的很不舒服，喉咙里都是痰。我胸口疼，心跳加速。我咳出很多粘液，而且是红色的。,766.0
1404,我一直呼吸困难，咳嗽得很厉害。我也一直在发烧，感觉真的很累。我不知道发生了什么，但我很担心。,149.0
1405,我一直很饿，吃得很多。我的胃有时会痛和抽筋。我吃完饭又胀气，很疼。,736.0
1406,我有皮疹，有时会导致皮肤剥落。我更容易因此生病。我的手有时会发抖，我觉得发抖。,308.0
1407,瘙痒、皮疹、嗜睡、高烧、头痛、食欲不振、轻度发热、淋巴结肿大、不适、全身红斑,193.0
1408,头痛、头晕、失去平衡、注意力不集中,501.0
1409,我的腿肿了，静脉从皮肤上突出来。它们很痛，晚上很难入睡。,1047.0
1410,化疗脑的症状和体征可能包括：异常混乱混乱难以集中注意力难以找到正确的单词学习新技能困难多任务处理困难精神模糊的感觉注意力持续时间短短期记忆问题完成日常任务的时间比平时长语言记忆困难，如记住对话视觉记忆困难，如回忆图像或单词列表,190.0
1411,瘙痒、呕吐、乏力、体重减轻、高烧、皮肤发黄、尿黑、腹痛,541.0
1412,我的视力一直有问题。我一直在看扭曲的东西，我的视力一直很模糊。,630.0
1413,皮疹、寒战、关节痛、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,275.0
1414,CCMs可能存在，但没有明显的症状。当大脑外表面有CCM时，可能会发生癫痫发作。CCMs CCM当在脑干、基底神经节和脊髓中发现CCMs时，可能会出现各种各样的体征和症状。例如，脊髓出血可能会导致肠道和膀胱症状或腿部或手臂的运动或感觉困难。CCMs一般来说，CCMs的体征和症状可能包括：CCMs癫痫发作严重头痛手臂或腿部无力麻木说话困难记忆力和注意力问题平衡和行走视力变化问题，如复视神经问题会随着时间的推移逐渐恶化，并伴有反复出血。重复出血可能发生在初次出血后不久或很久以后。在其他情况下，重复出血可能永远不会发生。,177.0
1415,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1416,我经常头痛，严重到让我呕吐。我还有视力模糊、脖子酸痛和焦虑。,630.0
1417,肌肉无力，颈部僵硬，关节肿胀，运动僵硬,72.0
1418,关节痛、呕吐、乏力、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄,467.0
1419,脓满粉刺，黑头粉刺,7.0
1420,扁桃体炎最常见于学龄前至青春期中期的儿童。扁桃体炎的常见体征和症状包括：扁桃体红肿扁桃体上有白色或黄色的涂层或斑块咽喉痛吞咽困难或疼痛发烧颈部腺体（淋巴结）肿大触痛声音发痒、低沉或沙哑口臭胃痛颈部疼痛或颈部僵硬头痛无法描述自己感觉的幼儿扁桃体炎的体征可能包括：因吞咽困难或疼痛而流口水拒绝进食异常烦躁,995.0
1421,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1422,便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,297.0
1423,便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,297.0
1424,大多数感染弓形虫病的人没有任何症状。他们通常不知道自己被感染了。有些人有流感样症状，包括：发烧。可能持续数周的淋巴结肿大。头痛。肌肉疼痛。皮疹。眼病的症状弓形虫寄生虫可能会感染内眼组织。这可能发生在免疫系统健康的人身上。但是这种疾病在免疫力低下的人群中更为严重。眼部感染被称为眼部弓形虫病。症状可能包括：眼睛疼痛。视力不好。飞蚊症，即似乎在你的视野中游动的斑点。未经治疗的眼病会导致失明。对免疫系统弱的人的影响免疫系统弱的人很可能患有更严重的弓形虫病。生命早期的弓形虫病感染可能会再次活跃起来。面临风险的人包括艾滋病毒/艾滋病患者、接受癌症治疗的人和器官移植的人。除了严重的眼病，弓形虫病还会导致免疫力低下的人患严重的肺部或脑部疾病。很少情况下，感染会出现在全身的其他组织中。肺部感染可能导致：呼吸问题。发烧。咳嗽。弓形虫病可能会导致脑部炎症，也称为脑炎。症状可能包括：意识模糊。协调性差。肌肉无力。癫痫发作。警觉性的变化。对胎儿或婴儿的影响弓形虫病可以在怀孕期间从母亲传给胎儿。这被称为先天性弓形虫病。妊娠早期的感染通常会导致更严重的疾病。它也可能导致流产。对于一些患有弓形虫病的婴儿来说，严重的疾病可能在出生时就存在或在婴儿期早期出现。医学问题可能包括：大脑内或周围液体过多，也称为脑积水。严重的眼部感染。脑组织的不规则性。增大的肝脏或脾脏。严重疾病的症状各不相同。他们可能包括：精神或运动技能的问题。失明或其他视力问题。听力问题。癫痫发作。心脏疾病。皮肤和眼白变黄，也称为黄疸。皮疹。大多数患有弓形虫病的婴儿不会表现出症状。但是问题可能会在童年或青少年时期出现。这些包括：眼睛感染的复发。运动技能发展的问题。思考和学习的问题。听力损失。增长放缓。青春期提前。,1002.0
1425,排尿灼热、膀胱不适、尿臭、尿感持续,1035.0
1426,疲劳、咳嗽、高烧、呼吸困难、家族史、粘液痰,149.0
1427,皮疹、高烧、水疱、鼻周红肿、黄痂、软泥,515.0
1428,泰——萨克斯病有三种形式：婴儿型、青少年型和晚发型/成人型。婴儿型在最常见和最严重的形式中，称为婴儿型，婴儿通常在大约3至6个月大时开始出现体征和症状。存活通常只有几年。体征和症状可能包括：当婴儿听到巨大的噪音时，过度的惊吓反应眼睛里有“樱桃红”的斑点运动技能丧失，包括翻身、爬行和坐起肌肉无力，发展为瘫痪运动问题癫痫发作视力丧失和失明听力丧失和耳聋问题吞咽精神功能丧失和对周围环境缺乏反应头部尺寸增大（进行性大头畸形）青少年形式青少年形式的泰——萨克斯病不太常见。体征和症状的严重程度各不相同，始于儿童期。生存通常持续到青少年时期。体征和症状可能包括：行为问题逐渐丧失技能和运动控制能力频繁的呼吸道感染视力和言语缓慢丧失精神功能和反应性下降癫痫发作最后一次发作/成人形式这是一种罕见且不太严重的形式，其体征和症状始于儿童期晚期至成年期。症状的严重程度差异很大，这种形式并不总是影响预期寿命。体征和症状进展缓慢，可包括：肌肉无力、笨拙和失去协调能力、震颤和肌肉痉挛、行走能力丧失、说话和吞咽困难、精神障碍、有时精神功能丧失,969.0
1429,我一直头疼，视力模糊，还有胃酸倒流。我也有脖子僵硬，抑郁，急躁，食欲过大。,630.0
1430,葡萄胎妊娠打开弹出对话框关闭葡萄胎妊娠葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。葡萄胎妊娠打开弹出对话框葡萄胎妊娠打开弹出对话框打开弹出对话框关闭葡萄胎妊娠葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。闭合性葡萄胎妊娠葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。闭合性葡萄胎妊娠葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。闭合闭合闭合葡萄胎妊娠葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。葡萄胎妊娠在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。在葡萄胎妊娠期间，胎盘通常不会形成。它看起来像一团囊肿。胎儿要么不形成，要么形成不规律，无法存活。葡萄胎妊娠起初可能看起来像正常妊娠。但大多数葡萄胎妊娠引起的症状可能包括：前三个月阴道深棕色至鲜红色出血严重恶心和呕吐有时从阴道排出的葡萄状囊肿骨盆压力或疼痛由于检测葡萄胎妊娠的方法改进，大多数在妊娠前三个月发现。如果在前三个月没有发现，葡萄胎妊娠的症状可能包括：子宫生长迅速，怀孕早期过大先兆子痫——一种导致高血压和尿蛋白的情况——怀孕20周前卵巢囊肿甲状腺过度活跃，也称为甲状腺机能亢进,641.0
1431,呕吐、头痛、恶心、旋转、失去平衡、站立不稳,0.0
1432,瘙痒、乏力、嗜睡、皮肤发黄、尿黑、食欲不振、腹痛、尿黄、眼睛发黄、不适、接受输血、接受未消毒注射,465.0
1433,非典型增生通常不会引起任何特定的症状。,86.0
1434,呕吐、消化不良、腹痛、气体排出、内痒,735.0
1435,我得了重感冒。我咳嗽得厉害，鼻窦完全堵塞了。我什么都闻不到，胸口疼。我的肌肉也很疼。,234.0
1436,疲劳、体重增加、手脚冰冷、情绪波动、嗜睡、头晕、脸眼浮肿、甲状腺增大、指甲脆、四肢肿胀、抑郁、易怒、月经异常,511.0
1437,呕吐、疲劳、焦虑、出汗、头痛、恶心、过度饥饿、嘴唇干燥和刺痛、口齿不清、易怒、心悸,504.0
1438,脑震荡的迹象和症状可能很微妙，可能不会立即显现出来。症状会持续几天、几周甚至更长时间。脑震荡创伤性脑损伤后的常见症状是头痛、记忆力丧失（健忘症）和意识模糊。健忘症通常包括忘记导致脑震荡的事件。脑震荡的身体体征和症状可能包括：头痛耳鸣恶心呕吐疲劳或嗜睡视力模糊脑震荡的其他体征和症状包括：混乱或感觉好像在雾中围绕创伤事件的健忘症头晕或“眼冒金星”目击者可能会在脑震荡的人身上观察到这些体征和症状：暂时失去意识（尽管这并不总是发生）口齿不清对问题的反应延迟茫然的外表健忘，如反复问同一个问题你可能会立即出现一些脑震荡的症状，有些可能会在受伤后几天出现，如：注意力和记忆力抱怨易怒和其他性格变化对光和噪音的敏感性睡眠障碍心理适应问题和抑郁味觉和嗅觉障碍儿童的症状头部创伤在幼儿中非常常见。但是婴儿和初学走路的孩子很难识别脑震荡，因为他们无法描述自己的感受。脑震荡的线索可能包括：头昏眼花、无精打采、容易疲劳、易怒、暴躁、失去平衡、走路不稳、哭闹过度、饮食或睡眠模式改变、对喜爱的玩具缺乏兴趣、呕吐、癫痫发作,239.0
1439,呕吐、脱水、腹泻,402.0
1440,皮疹、关节痛、脱皮、银粉样粉尘、指甲小凹痕、指甲发炎,822.0
1441,瘙痒、皮疹、胃痛、烧灼感、排尿、点状小便,308.0
1442,呕吐、消化不良、食欲不振、腹痛、气体排出,735.0
1443,磨牙症的迹象和症状可能包括：磨牙或咬紧牙关，声音可能大到足以吵醒你的睡眠伴侣牙齿变平、断裂、碎裂或松动磨损的牙釉质，暴露牙齿深层增加牙痛或敏感疲劳或紧绷的下颌肌肉，或下颌锁闭不能完全打开或关闭下颌、颈部或面部疼痛或酸痛感觉像耳痛，尽管这实际上不是你耳朵的问题从太阳穴开始的隐隐作痛咀嚼脸颊内侧造成的损伤睡眠中断何时去看医生如果你有上面列出的任何症状或对你的牙齿或下颌有其他担忧，请去看牙医或医生。如果你注意到你的孩子在磨牙，或者有磨牙症的其他迹象或症状，一定要在你孩子的下一次牙科预约中提及。,154.0
1444,我脸上有又红又痒的皮疹，尤其是在鼻子、嘴巴和眼睛周围。我的指甲也发炎了。,822.0
1445,瘙痒、皮疹、胃痛、烧灼感、排尿、点状小便,308.0
1446,皮疹、关节痛、脱皮、银粉样粉尘、指甲小凹痕、指甲发炎,822.0
1447,瘙痒、呕吐、皮肤发黄、恶心、食欲不振、腹痛、眼睛发黄,207.0
1448,关节疼痛，膝关节疼痛，髋关节疼痛，关节肿胀，行走疼痛,700.0
1449,呕吐、头痛、恶心、旋转、失去平衡,0.0
1450,胃酸过多、消化不良、头痛、视力模糊和扭曲、过度饥饿、抑郁、易怒、视力障碍,630.0
1451,呕吐、疲劳、焦虑、出汗、恶心、视力模糊和扭曲、过度饥饿、嘴唇干燥和刺痛、口齿不清、易怒、心悸,504.0
1452,瘙痒、皮疹、胃痛、烧灼感、排尿、点状小便,308.0
1453,我胸部和背部有皮疹，全身发痒。我有时会有片状皮肤，经常在身上留下痕迹。,308.0
1454,瘙痒、呕吐、皮肤发黄、恶心、食欲不振、腹痛、眼睛发黄,207.0
1455,瘙痒、呕吐、皮肤发黄、恶心、食欲不振、腹痛、眼睛发黄,207.0
1456,脓满粉刺，黑头粉刺,7.0
1457,我一直在减肥，感觉真的很累。我的皮肤变黄了，还发烧了。我的尿是黑色的，我一直胃痛。,541.0
1458,呕吐、头痛、身体一侧无力、感觉器官改变,718.0
1459,寒战、乏力、咳嗽、高烧、呼吸困难、出汗、不适、痰、胸痛、心率加快、痰锈,766.0
1460,持续打喷嚏、颤抖、发冷、流泪,35.0
1461,排尿灼热、膀胱不适、尿臭、尿感持续,1035.0
1462,呼吸困难、出汗、胸痛,447.0
1463,我的皮肤上有一层银色的灰尘，手臂和背部的皮肤开始脱落。这很奇怪，真的让我很担心。,822.0
1464,寒战、乏力、咳嗽、高烧、呼吸困难、出汗、不适、痰、胸痛、心率加快、痰锈,766.0
1465,瘙痒、乏力、嗜睡、皮肤发黄、尿黑、食欲不振、腹痛、尿黄、眼睛发黄、不适、接受输血、接受未消毒注射,465.0
1466,寒战、乏力、咳嗽、高烧、呼吸困难、出汗、不适、痰、胸痛、心率加快、痰锈,766.0
1467,肌肉无力、颈部僵硬、关节肿胀、运动僵硬、行走疼痛,72.0
1468,我胃痛得厉害，睡不着觉。我也觉得真的很焦虑，没有胃口。,736.0
1469,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1470,膀胱不适、尿臭、尿感持续,1035.0
1471,持续打喷嚏、寒战、乏力、咳嗽、高烧、头痛、淋巴结肿大、不适、痰、咽喉发炎、眼睛发红、鼻窦压力、流鼻涕、充血、胸痛、嗅觉丧失、肌肉疼痛,234.0
1472,呕吐、皮肤发黄、腹痛、胃胀、腹胀、饮酒史、液体超载,33.0
1473,呕吐、脱水、腹泻,402.0
1474,瘙痒、皮疹、胃痛、烧灼感、排尿、点状小便,308.0
1475,使猩红热得名的症状和体征包括：红疹。皮疹看起来像晒伤，摸起来像砂纸。它通常始于面部或颈部，并蔓延到躯干、手臂和腿部。推一下发红的皮肤会让它变得苍白。红线。腹股沟、腋窝、肘部、膝盖和颈部周围的皮肤褶皱通常会比皮疹的其他部位变成更深的红色。满脸通红。脸可能会发红，嘴巴周围有一圈苍白的环。草莓舌头。舌头通常看起来红色和凹凸不平，在疾病早期通常覆盖着一层白色涂层。猩红热的体征和症状还包括：发烧100.4华氏度（38.0摄氏度）或更高，经常伴有寒战，喉咙非常疼痛和发红，有时伴有白色或黄色斑块吞咽困难颈部腺体肿大（淋巴结）摸起来触痛恶心或呕吐腹部疼痛头痛和身体疼痛面部和舌头的皮疹和发红通常持续约一周。这些体征和症状消失后，受皮疹影响的皮肤通常会脱皮。,879.0
1476,我得了重感冒。我的鼻窦充血，眼睛发红。我感到又累又累。我喉咙里有很多痰，淋巴结都肿了。呼吸困难。,234.0
1477,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1478,疲劳、体重增加、手脚冰冷、情绪波动、嗜睡、头晕、脸眼浮肿、甲状腺增大、指甲脆、四肢肿胀、抑郁、易怒、月经异常,511.0
1479,排尿烧灼感、膀胱不适、尿感持续,1035.0
1480,我脖子僵硬，肌肉无力。因为我的关节肿胀，我行动不便。走路很痛苦。,72.0
1481,呕吐、消化不良、食欲不振、腹痛、气体排出、内痒,735.0
1482,皮疹、高烧、水疱、鼻周红肿、黄痂、软泥,515.0
1483,我最近感觉很不舒服。我一直很恶心，我感到很不安。我还注意到我的胳膊和腿上有些皮疹。我已经没有胃口了，每天都感到筋疲力尽。,193.0
1484,持续打喷嚏、寒战、乏力、咳嗽、高烧、头痛、淋巴结肿大、不适、痰、咽喉发炎、眼睛发红、鼻窦压力、流鼻涕、充血、胸痛、嗅觉丧失、肌肉疼痛,234.0
1485,疲劳、体重减轻、坐立不安、嗜睡、血糖水平不规则、视力模糊和扭曲、肥胖、过度饥饿、食欲增加、多尿,285.0
1486,呕吐、头痛、恶心、旋转、失去平衡、站立不稳,0.0
1487,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1488,关节痛、呕吐、乏力、高热、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄、急性肝功能衰竭、昏迷、胃出血,468.0
1489,寒战、呕吐、乏力、体重减轻、咳嗽、高烧、呼吸困难、出汗、食欲不振、轻度发热、眼睛发黄、淋巴结肿大、不适、痰、胸痛、痰中带血,1019.0
1490,在大多数情况下，不存在对恶性高热敏感的迹象或症状，直到你接触到某些用于麻醉的药物。恶性高热的体征和症状可能各不相同，可能发生在麻醉期间或手术后不久的恢复期间。它们可能包括：严重的肌肉僵硬或痉挛快速、浅呼吸以及低氧和高二氧化碳的问题快速心率不规则心律危险的高体温过度出汗斑驳、不规则的肤色（斑驳的皮肤）在极少数情况下，有恶性高热风险的人在过热或潮湿期间、病毒性疾病期间或服用用于降低胆固醇的他汀类药物时进行激烈的体力活动后表现出反应迹象。如果您有恶性高热的风险，并且在第一次接触某些麻醉药物时没有出现严重反应，那么如果您将来接受这些药物，您仍然有风险。可以使用其他不会引发反应的麻醉药物来代替。,600.0
1491,我腿上有红肿发痒的皮疹。它正在蔓延，并引起了很多不适。,1047.0
1492,皮疹、关节痛、脱皮、银粉样粉尘、指甲发炎,822.0
1493,瘙痒、呕吐、乏力、体重减轻、高烧、皮肤发黄、尿黑、腹痛,541.0
1494,疲劳、痉挛、瘀伤、肥胖、腿肿、血管肿、小腿静脉突出,1047.0
1495,持续打喷嚏、颤抖、发冷、流泪,35.0
1496,疲劳、恶心、食欲不振、眼睛发黄、家族史,466.0
1497,寒战、呕吐、乏力、体重减轻、咳嗽、高烧、呼吸困难、出汗、食欲不振、轻度发热、眼睛发黄、淋巴结肿大、不适、痰、胸痛、痰中带血,1019.0
1498,皮疹、水泡、鼻周红肿、黄痂、软泥,515.0
1499,呕吐、头痛、恶心、旋转、失去平衡、站立不稳,0.0
1500,肌肉萎缩、喉部斑块、高烧、婚外情,27.0
1501,疲劳、咳嗽、高烧、呼吸困难、家族史、粘液痰,149.0
1502,呕吐、呼吸困难、出汗、胸痛,447.0
1503,关节痛、呕吐、乏力、高热、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄、急性肝功能衰竭、昏迷、胃出血,468.0
1504,呕吐、疲劳、焦虑、出汗、头痛、恶心、视力模糊和扭曲、过度饥饿、嘴唇干燥和刺痛、口齿不清、易怒、心悸,504.0
1505,疲劳、咳嗽、高烧、呼吸困难、粘液痰,149.0
1506,呕吐、头痛、恶心、旋转、失去平衡、站立不稳,0.0
1507,呕吐、皮肤发黄、腹痛、胃胀、腹胀、饮酒史、液体超载,33.0
1508,皮疹、关节痛、脱皮、银粉样粉尘、指甲小凹痕、指甲发炎,822.0
1509,二尖瓣反流通常是轻微的，进展缓慢。一些二尖瓣反流的人可能多年都没有症状。但有时，二尖瓣反流发展很快。这种情况称为急性二尖瓣反流，会导致突然的体征和症状。疲劳是二尖瓣反流的常见但非特异性症状。二尖瓣反流的其他体征和症状包括：血流穿过瓣膜的声音（心脏杂音）心律不齐（心律不齐）呼吸急促（呼吸困难），尤其是躺下时感觉心跳快速、剧烈或颤动（心悸）脚或脚踝肿胀（水肿）,637.0
1510,皮疹，脓疱，黑头粉刺,7.0
1511,头痛、头晕、失去平衡、注意力不集中,501.0
1512,呕吐、消化不良、食欲不振、腹痛、内痒,735.0
1513,癣的体征和症状可能包括：鳞状环状区域，通常在臀部、躯干、手臂和腿部瘙痒环内的透明或鳞状区域，可能有分散的肿块，其颜色从白色皮肤上的红色到黑色和棕色皮肤上的红色、紫色、棕色或灰色轻微凸起，扩张的环圆形扁平的瘙痒皮肤斑块与环重叠,861.0
1514,寒战、呕吐、乏力、高烧、头痛、恶心、便秘、腹痛、腹泻、伤寒、腹痛,1026.0
1515,我一直在咳嗽，呼吸困难。我还咳出了很多粘稠的唾液。我一直感觉很累，还发烧了。,149.0
1516,疲劳、痉挛、瘀伤、肥胖、腿肿、血管肿、小腿静脉突出,1047.0
1517,便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,297.0
1518,皮疹、寒战、关节痛、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后痛、背痛、肌肉痛、全身红斑,275.0
1519,排尿烧灼感、膀胱不适、尿感持续,1035.0
1520,纤维腺瘤是一种实性乳房肿块，通常不会引起疼痛。它是：圆形，边缘清晰光滑，易于移动，坚硬或有弹性。纤维腺瘤通常生长缓慢。平均尺寸约为1英寸（2.5厘米）。纤维腺瘤会随着时间的推移而变大。它可能会在月经前几天触痛或引起疼痛。当你触摸一个大的纤维腺瘤时，它可能会痛。但最常见的是，这种类型的乳房肿块不会引起疼痛。你可以有一个或多个纤维腺瘤。它们可以发生在一个或两个乳房。一些纤维腺瘤会随着时间的推移而缩小。大多数青少年纤维腺瘤会在几个月到几年内缩小。然后它们就消失了。纤维腺瘤也可能随着时间的推移而改变形状。纤维腺瘤在怀孕期间可能会变大。绝经后可能会萎缩。,377.0
1521,关节疼痛，颈痛，髋关节疼痛，关节肿胀，行走疼痛,700.0
1522,皮疹、寒战、关节痛、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,275.0
1523,皮肤发黄、恶心、食欲不振、眼睛发黄、家族史,466.0
1524,男性不育的主要标志是不能怀孕。可能没有其他明显的迹象或症状。然而，在某些情况下，潜在的问题，如遗传疾病、激素失衡、睾丸周围静脉扩张或阻碍精子通过的情况，会导致症状和体征。你可能注意到的症状和体征包括：性功能问题——例如，射精困难或射出少量液体，性欲降低，或难以维持勃起（勃起功能障碍）睾丸区疼痛、肿胀或肿块反复呼吸道感染闻不到乳房生长异常（男性乳房发育症）面部或体毛减少或其他染色体或激素异常的迹象精子数量低于正常水平（每毫升精液少于1500万个精子或每次射精的精子总数少于3900万个）,599.0
1525,瘙痒、皮疹、疲劳、高烧、头痛、食欲不振、轻度发热、淋巴结肿大、不适、全身红斑,193.0
1526,我有皮疹，很痒，晚上很难入睡。我也失去了食欲，感到昏昏欲睡。,193.0
1527,我的嘴、鼻子和眼睛周围有红肿的皮肤。经常又痒又不舒服。最近，它变得非常痛苦。,822.0
1528,关节痛、呕吐、皮肤发黄、尿黑、恶心、食欲不振、腹痛、轻度发热、眼睛发黄、肌肉疼痛,464.0
1529,疲劳、体重减轻、坐立不安、嗜睡、血糖水平不规则、视力模糊和扭曲、肥胖、过度饥饿、食欲增加、多尿,285.0
1530,我一直看不清东西，它们看起来扭曲了。,630.0
1531,呕吐、焦虑、出汗、头痛、恶心、视力模糊和扭曲、过度饥饿、嘴唇干燥和刺痛、口齿不清、易怒、心悸,504.0
1532,肌肉无力、颈部僵硬、关节肿胀、运动僵硬、行走疼痛,72.0
1533,头痛、胸痛、头晕、失去平衡、注意力不集中,501.0
1534,持续打喷嚏、乏力、咳嗽、高烧、头痛、淋巴结肿大、身体不适、痰多、咽喉发炎、眼睛发红、鼻窦压力、流鼻涕、充血、胸痛、嗅觉丧失、肌肉疼痛,234.0
1535,皮疹、脓疱、皮疙瘩,7.0
1536,我有又红又痒的皮疹。它覆盖着银色的鳞片。它在我的背上、胳膊肘上和膝盖上。,822.0
1537,瘙痒、呕吐、皮肤发黄、恶心、腹痛、眼睛发黄,207.0
1538,SCAD的症状可包括：SCAD胸痛心跳加速或胸部颤动感手臂、肩膀、背部或下颚疼痛呼吸急促出汗异常极度疲劳恶心头晕,934.0
1539,关节痛，颈痛，膝痛，髋关节痛，关节肿胀，行走疼痛,700.0
1540,我一直头痛、胸部不适、头晕，注意力难以集中。,500.0
1541,颤抖，发冷，流泪,35.0
1542,瘙痒、皮疹、烧灼感、排尿、点状排尿,308.0
1543,便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,297.0
1544,瘙痒、皮疹、嗜睡、高烧、头痛、食欲不振、轻度发热、淋巴结肿大、不适、全身红斑,193.0
1545,呕吐、皮肤发黄、腹痛、胃胀、腹胀、饮酒史、液体超载,33.0
1546,瘙痒、呕吐、皮肤发黄、恶心、腹痛、眼睛发黄,207.0
1547,瘙痒、皮疹、胃痛、小便点状,308.0
1548,过去一周我一直头疼。越来越糟了。我也有过腹痛、便秘和腹泻。,1026.0
1549,寒战、呕吐、乏力、体重减轻、咳嗽、高烧、呼吸困难、出汗、食欲不振、轻度发热、眼睛发黄、淋巴结肿大、不适、痰、胸痛、痰中带血,1019.0
